annee,theme,id_caracteristiques,nom_caracteristique,chiffre_total,chiffre_hommes,chiffre_femmes,taux_total,taux_hommes,taux_femmes
2021,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2021),2152,    29. Technologies militaires et sciences appliquées,0,0,0,0.0,0.0,0.0
2021,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2021),2153,    43. Sécurité et services de protection,395,280,120,2.3,3.4,1.4
2021,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2021),2154,    49. Transport de personnes et de matériel,210,175,35,1.2,2.1,0.4
2021,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2021),2155,  Autres,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2156,Total - Lieu des études comparé à la province ou au territoire de résidence pour la population âgée de 25 à 64 ans dans les ménages privés - Données-échantillon (25 %),17175,8305,8870,100.0,100.0,100.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2157,"  Aucun certificat, diplôme ou grade d'études postsecondaires",3875,2070,1810,22.6,24.9,20.4
2021,Lieu des études comparé à la province ou au territoire de résidence,2158,"  Certificat, diplôme ou grade d'études postsecondaires",13300,6235,7060,77.4,75.1,79.6
2021,Lieu des études comparé à la province ou au territoire de résidence,2159,    Lieu des études au Canada,12270,5760,6510,71.4,69.4,73.4
2021,Lieu des études comparé à la province ou au territoire de résidence,2160,      Même que la province ou le territoire de résidence,12020,5625,6395,70.0,67.7,72.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2161,      Différente de celle de la province ou du territoire de résidence,250,130,115,1.5,1.6,1.3
2021,Lieu des études comparé à la province ou au territoire de résidence,2162,    Lieu des études à lextérieur du Canada,1030,475,545,6.0,5.7,6.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2163,      Amériques,225,105,125,1.3,1.3,1.4
2021,Lieu des études comparé à la province ou au territoire de résidence,2164,        États-Unis d'Amérique,35,10,25,0.2,0.1,0.3
2021,Lieu des études comparé à la province ou au territoire de résidence,2165,        Mexique,20,0,10,0.1,0.0,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2166,        Cuba,30,15,0,0.2,0.2,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2167,        Haïti,20,15,0,0.1,0.2,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2168,        Jamaïque,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2169,        Brésil,60,30,30,0.3,0.4,0.3
2021,Lieu des études comparé à la province ou au territoire de résidence,2170,        Colombie,30,10,20,0.2,0.1,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2171,        Pérou,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2172,        Venezuela,25,10,20,0.1,0.1,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2173,        Autres lieux des études en Amériques,10,0,0,0.1,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2174,      Europe,450,235,215,2.6,2.8,2.4
2021,Lieu des études comparé à la province ou au territoire de résidence,2175,        Belgique,35,20,15,0.2,0.2,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2176,        France,265,145,120,1.5,1.7,1.4
2021,Lieu des études comparé à la province ou au territoire de résidence,2177,        Allemagne,10,0,10,0.1,0.0,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2178,        Pays-Bas,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2179,        Suisse,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2180,        Hongrie,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2181,        Moldova,45,20,15,0.3,0.2,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2182,        Pologne,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2183,        Roumanie,30,15,15,0.2,0.2,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2184,"        Russie, Fédération de",15,0,15,0.1,0.0,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2185,        Ukraine,15,0,10,0.1,0.0,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2186,        Irlande,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2187,        Royaume-Uni,15,0,10,0.1,0.0,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2188,        Bosnie-Herzégovine,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2189,        Italie,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2190,        Serbie,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2191,        Autres lieux des études en Europe,15,10,10,0.1,0.1,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2192,      Afrique,255,105,150,1.5,1.3,1.7
2021,Lieu des études comparé à la province ou au territoire de résidence,2193,        Nigéria,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2194,        Algérie,60,25,30,0.3,0.3,0.3
2021,Lieu des études comparé à la province ou au territoire de résidence,2195,        Maroc,35,15,20,0.2,0.2,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2196,        Tunisie,25,0,15,0.1,0.0,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2197,        Égypte,35,10,15,0.2,0.1,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2198,"        Afrique du Sud, République d'",10,0,10,0.1,0.0,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2199,        Autres lieux des études en Afrique,90,40,50,0.5,0.5,0.6
2021,Lieu des études comparé à la province ou au territoire de résidence,2200,      Asie,85,25,60,0.5,0.3,0.7
2021,Lieu des études comparé à la province ou au territoire de résidence,2201,        Iran,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2202,        Iraq,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2203,        Israël,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2204,        Liban,15,0,15,0.1,0.0,0.2
2021,Lieu des études comparé à la province ou au territoire de résidence,2205,        Syrie,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2206,        Turquie,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2207,        Chine,45,15,25,0.3,0.2,0.3
2021,Lieu des études comparé à la province ou au territoire de résidence,2208,        Taïwan,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2209,        Hong Kong,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2210,        Japon,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2211,        Corée du Sud,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2212,        Philippines,10,0,10,0.1,0.0,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2213,        Viet Nam,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2214,        Bangladesh,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2215,        Sri Lanka,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2216,        Inde,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2217,        Pakistan,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2218,        Autres lieux des études en Asie,15,10,10,0.1,0.1,0.1
2021,Lieu des études comparé à la province ou au territoire de résidence,2219,      Océanie,10,10,0,0.1,0.1,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2220,        Australie,10,10,0,0.1,0.1,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2221,        Nouvelle-Zélande,0,0,0,0.0,0.0,0.0
2021,Lieu des études comparé à la province ou au territoire de résidence,2222,        Autres lieux des études en Océanie,0,0,0,0.0,0.0,0.0
2021,Situation d'activité,2223,Total - Population âgée de 15 ans et plus selon la situation d'activité - Données-échantillon (25 %),24170,11800,12375,,,
2021,Situation d'activité,2224,  Population active,17725,8855,8870,,,
2021,Situation d'activité,2225,    Personnes occupées,16920,8430,8490,,,
2021,Situation d'activité,2226,    Chômeurs,805,425,380,,,
2021,Situation d'activité,2227,  Population inactive,6445,2940,3505,,,
2021,Situation d'activité,2228,Taux d'activité,73.3,75.0,71.7,73.3,75.0,71.7
2021,Situation d'activité,2229,Taux d'emploi,70.0,71.4,68.6,70.0,71.4,68.6
2021,Situation d'activité,2230,Taux de chômage,4.5,4.8,4.3,4.5,4.8,4.3
2021,Travail pendant l'année de référence,2231,Total - Population âgée de 15 ans et plus selon le travail pendant l'année de référence - Données-échantillon (25 %),24175,11800,12375,100.0,100.0,100.0
2021,Travail pendant l'année de référence,2232,  N'a pas travaillé,6200,2785,3415,25.6,23.6,27.6
2021,Travail pendant l'année de référence,2233,  A travaillé,17970,9010,8960,74.3,76.4,72.4
2021,Travail pendant l'année de référence,2234,    A travaillé toute l'année à temps plein,10590,5565,5020,43.8,47.2,40.6
2021,Travail pendant l'année de référence,2235,    A travaillé une partie de l'année et/ou à temps partiel,7380,3445,3935,30.5,29.2,31.8
2021,Travail pendant l'année de référence,2236,    Nombre moyen de semaines travaillées pendant l'année de référence,43.5,44.1,42.9,43.5,44.1,42.9
2021,Catégorie de travailleur incluant la permanence de l'emploi,2237,Total - Population active âgée de 15 ans et plus selon la catégorie de travailleur incluant la permanence de l'emploi - Données-échantillon (25 %),17725,8860,8870,100.0,100.0,100.0
2021,Catégorie de travailleur incluant la permanence de l'emploi,2238,  Catégorie de travailleur - sans objet,155,70,80,0.9,0.8,0.9
2021,Catégorie de travailleur incluant la permanence de l'emploi,2239,  Toutes les catégories de travailleurs,17570,8785,8785,99.1,99.2,99.0
2021,Catégorie de travailleur incluant la permanence de l'emploi,2240,    Employé,15745,7725,8020,88.8,87.2,90.4
2021,Catégorie de travailleur incluant la permanence de l'emploi,2241,      Poste permanent,13840,6875,6965,78.1,77.6,78.5
2021,Catégorie de travailleur incluant la permanence de l'emploi,2242,      Poste temporaire,1905,850,1055,10.7,9.6,11.9
2021,Catégorie de travailleur incluant la permanence de l'emploi,2243,        Poste de durée déterminée (1 an ou plus),660,245,420,3.7,2.8,4.7
2021,Catégorie de travailleur incluant la permanence de l'emploi,2244,"        Poste occasionnel, saisonnier ou à court terme (moins de 1 an)",1245,605,640,7.0,6.8,7.2
2021,Catégorie de travailleur incluant la permanence de l'emploi,2245,    Travailleur autonome,1825,1055,765,10.3,11.9,8.6
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2246,Total - Population active âgée de 15 ans et plus selon la profession - Grande catégorie - Classification nationale des professions (CNP) 2021 - Données-échantillon (25 %),17725,8860,8870,100.0,100.0,100.0
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2247,  Profession - sans objet,155,70,80,0.9,0.8,0.9
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2248,  Toutes les professions,17570,8785,8785,99.1,99.2,99.0
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2249,    0 Membres des corps législatifs et cadres supérieurs/cadres supérieures,420,290,130,2.4,3.3,1.5
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2250,"    1 Affaires, finance et administration",3690,1165,2530,20.8,13.1,28.5
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2251,    2 Sciences naturelles et appliquées et domaines apparentés,1825,1455,370,10.3,16.4,4.2
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2252,    3 Secteur de la santé,1480,235,1245,8.3,2.7,14.0
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2253,"    4 Enseignement, droit et services sociaux, communautaires et gouvernementaux",2295,700,1595,12.9,7.9,18.0
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2254,"    5 Arts, culture, sports et loisirs",580,280,305,3.3,3.2,3.4
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2255,    6 Vente et services,4005,1840,2160,22.6,20.8,24.4
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2256,"    7 Métiers, transport, machinerie et domaines apparentés",2550,2300,250,14.4,26.0,2.8
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2257,"    8 Ressources naturelles, agriculture et production connexe",145,110,35,0.8,1.2,0.4
2021,Profession - Grande catégorie - Classification nationale des professions (CNP) 2021,2258,    9 Fabrication et services d'utilité publique,575,400,175,3.2,4.5,2.0
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2259,Total - Population active âgée de 15 ans et plus selon l'industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017 - Données-échantillon (25 %),17725,8860,8870,100.0,100.0,100.0
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2260,  Industrie - sans objet,155,70,80,0.9,0.8,0.9
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2261,  Toutes les industries,17570,8785,8785,99.1,99.2,99.0
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2262,"    11 Agriculture, foresterie, pêche et chasse",75,55,25,0.4,0.6,0.3
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2263,"    21 Extraction minière, exploitation en carrière, et extraction de pétrole et de gaz",15,15,0,0.1,0.2,0.0
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2264,    22 Services publics,225,150,80,1.3,1.7,0.9
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2265,    23 Construction,1220,1085,135,6.9,12.2,1.5
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2266,    31-33 Fabrication,1840,1225,615,10.4,13.8,6.9
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2267,    41 Commerce de gros,500,320,175,2.8,3.6,2.0
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2268,    44-45 Commerce de détail,2050,1015,1040,11.6,11.5,11.7
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2269,    48-49 Transport et entreposage,775,530,245,4.4,6.0,2.8
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2270,    51 Industrie de l'information et industrie culturelle,540,335,205,3.0,3.8,2.3
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2271,    52 Finance et assurances,1110,455,655,6.3,5.1,7.4
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2272,    53 Services immobiliers et services de location et de location à bail,310,170,140,1.7,1.9,1.6
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2273,"    54 Services professionnels, scientifiques et techniques",1705,945,755,9.6,10.7,8.5
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2274,    55 Gestion de sociétés et d'entreprises,25,10,20,0.1,0.1,0.2
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2275,"    56 Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement",555,300,255,3.1,3.4,2.9
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2276,    61 Services d'enseignement,1230,315,920,6.9,3.6,10.4
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2277,    62 Soins de santé et assistance sociale,2330,440,1900,13.1,5.0,21.4
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2278,"    71 Arts, spectacles et loisirs",295,135,160,1.7,1.5,1.8
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2279,    72 Services d'hébergement et de restauration,840,400,440,4.7,4.5,5.0
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2280,    81 Autres services (sauf les administrations publiques),630,280,355,3.6,3.2,4.0
2021,Industrie - Secteurs - Système de classification des industries de l'Amérique du Nord (SCIAN) 2017,2281,    91 Administrations publiques,1290,620,670,7.3,7.0,7.6
2021,Toutes les langues utilisées au travail,2282,Total - Toutes les langues utilisées au travail pour la population dans les ménages privés âgée de 15 ans et plus qui a travaillé depuis le 1er janvier 2020 - Données-échantillon (25 %),18775,9395,9380,100.0,100.0,100.0
2021,Toutes les langues utilisées au travail,2283,  Anglais,650,390,255,3.5,4.2,2.7
2021,Toutes les langues utilisées au travail,2284,  Français,12615,6020,6595,67.2,64.1,70.3
2021,Toutes les langues utilisées au travail,2285,  Langue non officielle,0,0,0,0.0,0.0,0.0
2021,Toutes les langues utilisées au travail,2286,    Autochtone,0,0,0,0.0,0.0,0.0
2021,Toutes les langues utilisées au travail,2287,    Non autochtone,0,0,0,0.0,0.0,0.0
2021,Toutes les langues utilisées au travail,2288,  Français et anglais,5390,2925,2465,28.7,31.1,26.3
2021,Toutes les langues utilisées au travail,2289,  Anglais et langue(s) non officielle(s),0,0,0,0.0,0.0,0.0
2021,Toutes les langues utilisées au travail,2290,  Français et langue(s) non officielle(s),45,30,15,0.2,0.3,0.2
2021,Toutes les langues utilisées au travail,2291,"  Français, anglais et langue(s) non officielle(s)",70,30,45,0.4,0.3,0.5
2021,Toutes les langues utilisées au travail,2292,  Langues non officielles multiples,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2293,"Total - Langue utilisée le plus souvent au travail pour la population âgée de 15 ans et plus ayant travaillé depuis le 1er janvier 2020, dans les ménages privés, Recensement de 2021 - Données-échantillon (25 %)",18775,9395,9380,100.0,100.0,100.0
2021,Langue utilisée le plus souvent au travail,2294,  Réponses uniques,17880,8930,8950,95.2,95.1,95.4
2021,Langue utilisée le plus souvent au travail,2295,    Langues officielles,17870,8920,8945,95.2,94.9,95.4
2021,Langue utilisée le plus souvent au travail,2296,      Anglais,1520,875,645,8.1,9.3,6.9
2021,Langue utilisée le plus souvent au travail,2297,      Français,16350,8055,8305,87.1,85.7,88.5
2021,Langue utilisée le plus souvent au travail,2298,    Langues non officielles,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2299,      Langues autochtones,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2300,        Langues algonquiennes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2301,          Pied-noir,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2302,          Langues cries-innues,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2303,            Atikamekw,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2304,            Langues cries,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2305,              Ililimowin (cri de Moose),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2306,              Inu Ayimun (cri du Sud-Est),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2307,              Iyiyiw-Ayimiwin (cri du Nord-Est),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2308,              Nehinawewin (cri des marais),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2309,              Nehiyawewin (cri des plaines),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2310,              Nihithawiwin (cri des bois),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2311,"              Cri, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2312,            Innu (montagnais),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2313,            Naskapi,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2314,          Langues algonquiennes de l'Est,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2315,            Mi'kmaq,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2316,            Wolastoqewi (malécite),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2317,          Langues ojibwées-potawatomies,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2318,            Anicinabemowin (algonquin),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2319,            Oji-cri,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2320,            Langues ojibwées,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2321,              Anishinaabemowin (chippewa),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2322,              Daawaamwin (Odawa),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2323,              Saulteaux (ojibwé occidental),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2324,"              Ojibwé, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2325,"          Langues algonquiennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2326,        Langues athabascanes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2327,          Langues athabascanes du Nord,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2328,            Dakelh (porteur),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2329,            Dane-zaa (castor),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2330,"            Déné, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2331,            Gwich'in,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2332,            Langues esclaves-lièvre,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2333,              Deh Gah Ghotie Zhatie (esclave du Sud),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2334,              Satuotine Yati (esclave du Nord),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2335,"              Esclave, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2336,            Langues tahltanes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2337,            Tlicho (flanc-de-chien),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2338,            Tse'khene (sekani),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2339,            Tsilhqot'in (chilcotin),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2340,            Tsuu T'ina (sarsi),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2341,            Langues tutchones,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2342,              Tutchone du Nord,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2343,              Tutchone du Sud,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2344,"              Tutchone, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2345,            Wetsuwet'en-babine,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2346,          Tlingit,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2347,"          Langues athabascanes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2348,        Haïda,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2349,        Langues inuktutes (inuites),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2350,          Inuinnaqtun (Inuvialuktun),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2351,            Inuinnaqtun,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2352,            Inuvialuktun,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2353,          Inuktitut,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2354,"          Langues inuktutes (inuites), n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2355,        Langues iroquoiennes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2356,          Mohawk,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2357,          Oneida,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2358,"          Langues iroquoiennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2359,        Ktunaxa (kutenai),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2360,        Michif,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2361,        Langues salishennes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2362,          Halkomelem,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2363,          Lillooet,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2364,          Ntlakapamux (thompson),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2365,          Secwepemctsin (shuswap),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2366,          Squamish,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2367,          Straits,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2368,          Syilx (okanagan),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2369,"          Langues salishennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2370,        Langues siouennes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2371,          Assiniboine,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2372,          Dakota,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2373,          Stoney,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2374,"          Langues siouennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2375,        Langues tsimshennes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2376,          Gitxsan (gitksan),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2377,          Nisga'a,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2378,          Tsimshian,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2379,        Langues wakashanes,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2380,          Haisla,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2381,          Heiltsuk,0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2382,          Kwak'wala (kwakiutl),0,0,0,0.0,0.0,0.0
2021,Langue utilisée le plus souvent au travail,2383,          Nuu-chah-nulth (nootka),0,0,0,0.0,0.0,0.0
