annee,theme,id_caracteristiques,nom_caracteristiques,chiffre_total,chiffre_hommes,chiffre_femmes
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1812,    27. Mathématiques et statistique,40,20,20
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1813,    30D Mathématiques; informatique et sciences de l'information interdisciplinaires,10,10,0
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1814,  Architecture; génie et services connexes,2385,2240,140
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1815,    04. Architecture et services connexes,80,40,40
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1816,    14. Génie,500,465,30
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1817,    15. Techniques/technologies du génie et domaines liés au génie,470,425,45
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1818,    30.12 Préservation historique et conservation,0,0,0
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1819,    46. Métiers de la construction,585,590,0
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1820,    47. Technologue et technicien; mécanique et réparation,455,445,15
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1821,    48. Travail de précision,290,275,15
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1822,  Agriculture; ressources naturelles et conservation,165,65,95
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1823,    01. Agriculture; exploitation agricole et sciences connexes,105,40,65
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1824,    03. Ressources naturelles et conservation,60,30,30
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1825,  Santé et domaines connexes,1340,205,1140
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1826,    31. Études des parcs; de la récréologie; des loisirs et du conditionnement physique,80,30,45
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1827,    51. Professions dans le domaine de la santé et programmes connexes,1245,165,1080
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1828,    60. Programmes de résidence en médecine; en médecine dentaire et en médecine vétérinaire,15,0,10
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1829,  Services personnels; de protection et de transport,925,470,455
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1830,    12. Services personnels et culinaires,470,95,380
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1831,    28. Science militaire; leadership et art opérationnel,0,0,0
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1832,    29. Technologies militaires et sciences appliquées,0,0,0
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1833,    43. Sécurité et services de protection,300,230,70
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1834,    49. Transport de personnes et de matériel,150,145,10
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1835,  Autres,0,0,0
2016,Principal domaine d'études - Classification des programmes d'enseignement (CPE 2016),1836,    30.99 Études multidisciplinaires/interdisciplinaires (autres),0,0,0
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1837,Total - Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du Canada pour la population âgée de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),22360,10850,11505
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1838,  Aucun certificat; diplôme ou grade d'études postsecondaires,7985,3905,4080
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1839,  Certificat; diplôme ou grade d'études postsecondaires,14370,6950,7425
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1840,    Lieu des études au Canada,13865,6665,7200
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1841,      Même que la province ou le territoire de résidence,13615,6520,7090
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1842,      Différente de celle de la province ou du territoire de résidence,255,145,110
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1843,    Lieu des études à l'extérieur du Canada,510,285,225
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1844,      États-Unis,50,30,20
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1845,      Philippines,0,0,0
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1846,      Inde,0,0,0
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1847,      Royaume-Uni,10,0,0
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1848,      Chine,15,10,10
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1849,      France,140,80,60
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1850,      Autres,290,160,130
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1851,Total - Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du Canada pour la population âgée de 25 à 64 ans dans les ménages privés - Données-échantillon (25 %),15895,7670,8230
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1852,  Aucun certificat; diplôme ou grade d'études postsecondaires,4125,2070,2055
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1853,  Certificat; diplôme ou grade d'études postsecondaires,11775,5595,6180
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1854,    Lieu des études au Canada,11365,5385,5980
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1855,      Même que la province ou le territoire de résidence,11160,5285,5880
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1856,      Différente de celle de la province ou du territoire de résidence,200,100,95
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1857,    Lieu des études à l'extérieur du Canada,410,210,200
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1858,      États-Unis,50,25,25
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1859,      Philippines,0,0,0
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1860,      Inde,0,0,0
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1861,      Royaume-Uni,10,0,0
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1862,      Chine,15,10,10
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1863,      France,120,70,55
2016,Lieu des études comparé à la province ou au territoire de résidence avec les pays à l'extérieur du C,1864,      Autres,215,105,115
2016,Situation d'activité,1865,Population totale âgée de 15 ans et plus selon la situation d'activité - Données-échantillon (25 %),22360,10850,11505
2016,Situation d'activité,1866,  Population active,16670,8300,8370
2016,Situation d'activité,1867,    Personnes occupées,16005,7930,8070
2016,Situation d'activité,1868,    Chômeurs,665,370,300
2016,Situation d'activité,1869,  Population inactive,5690,2550,3140
2016,Situation d'activité,1870,Taux d'activité,74.6,76.5,72.8
2016,Situation d'activité,1871,Taux d'emploi,71.6,73.1,70.1
2016,Situation d'activité,1872,Taux de chômage,4.0,4.5,3.6
2016,Travail pendant l'année de référence,1873,Population totale âgée de 15 ans et plus selon le travail pendant l'année de référence - Données-échantillon (25 %),22360,10850,11510
2016,Travail pendant l'année de référence,1874,  N'a pas travaillé,5205,2240,2970
2016,Travail pendant l'année de référence,1875,  A travaillé,17155,8615,8535
2016,Travail pendant l'année de référence,1876,    A travaillé toute l'année à temps plein,8875,4760,4110
2016,Travail pendant l'année de référence,1877,    A travaillé une partie de l'année et/ou à temps partiel,8285,3850,4430
2016,Travail pendant l'année de référence,1878,Nombre moyen de semaines travaillées pendant l'année de référence,44.5,44.8,44.2
2016,Catégorie de travailleurs,1879,Population active totale âgée de 15 ans et plus selon la catégorie de travailleur - Données-échantillon (25 %),16665,8300,8370
2016,Catégorie de travailleurs,1880,  Catégorie de travailleur - sans objet,205,95,115
2016,Catégorie de travailleurs,1881,  Toutes les catégories de travailleurs,16465,8205,8255
2016,Catégorie de travailleurs,1882,    Employé,14740,7220,7520
2016,Catégorie de travailleurs,1883,    Travailleur autonome,1720,985,735
2016,Profession - Classification nationale des professions (CNP) 2016,1884,Population active totale âgée de 15 ans et plus selon la profession - Classification nationale des professions (CNP) 2016 - Données-échantillon (25 %),16665,8295,8370
2016,Profession - Classification nationale des professions (CNP) 2016,1885,  Profession - sans objet,210,95,110
2016,Profession - Classification nationale des professions (CNP) 2016,1886,  Toutes les professions,16460,8205,8255
2016,Profession - Classification nationale des professions (CNP) 2016,1887,    0 Gestion,1910,1215,700
2016,Profession - Classification nationale des professions (CNP) 2016,1888,    1 Affaires; finance et administration,2910,940,1970
2016,Profession - Classification nationale des professions (CNP) 2016,1889,    2 Sciences naturelles et appliquées et domaines apparentés,1330,1030,295
2016,Profession - Classification nationale des professions (CNP) 2016,1890,    3 Secteur de la santé,1235,185,1055
2016,Profession - Classification nationale des professions (CNP) 2016,1891,    4 Enseignement; droit et services sociaux; communautaires et gouvernementaux,2320,645,1675
2016,Profession - Classification nationale des professions (CNP) 2016,1892,    5 Arts; culture; sports et loisirs,545,290,255
2016,Profession - Classification nationale des professions (CNP) 2016,1893,    6 Vente et services,3345,1340,2005
2016,Profession - Classification nationale des professions (CNP) 2016,1894,    7 Métiers; transport; machinerie et domaines apparentés,2100,2020,80
2016,Profession - Classification nationale des professions (CNP) 2016,1895,    8 Ressources naturelles; agriculture et production connexe,100,80,20
2016,Profession - Classification nationale des professions (CNP) 2016,1896,    9 Fabrication et services d'utilité publique,660,460,205
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1897,Population active totale âgée de 15 ans et plus selon l'industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012 - Données-échantillon (25 %),16665,8300,8365
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1898,  Industrie - SCIAN2012 - sans objet,205,95,115
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1899,  Toutes les catégories d'industrie,16460,8205,8255
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1900,    11 Agriculture; foresterie; pêche et chasse,100,65,35
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1901,    21 Extraction minière; exploitation en carrière; et extraction de pétrole et de gaz,25,15,10
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1902,    22 Services publics,205,130,75
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1903,    23 Construction,1055,930,120
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1904,    31-33 Fabrication,1745,1220,530
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1905,    41 Commerce de gros,605,435,170
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1906,    44-45 Commerce de détail,2020,850,1170
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1907,    48-49 Transport et entreposage,680,480,200
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1908,    51 Industrie de l'information et industrie culturelle,595,360,235
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1909,    52 Finance et assurances,870,380,490
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1910,    53 Services immobiliers et services de location et de location à bail,290,165,125
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1911,    54 Services professionnels; scientifiques et techniques,1470,865,605
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1912,    55 Gestion de sociétés et d'entreprises,15,10,0
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1913,    56 Services administratifs; services de soutien; services de gestion des déchets et services d'assainissement,580,330,240
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1914,    61 Services d'enseignement,1315,325,990
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1915,    62 Soins de santé et assistance sociale,2030,310,1725
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1916,    71 Arts; spectacles et loisirs,365,160,205
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1917,    72 Services d'hébergement et de restauration,745,310,440
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1918,    81 Autres services (sauf les administrations publiques),670,275,395
2016,Industrie - Système de classification des industries de l'Amérique du Nord (SCIAN) 2012,1919,    91 Administrations publiques,1080,585,490
2016,Catégorie de lieu de travail,1920,Total - Catégorie de lieu de travail pour la population active occupée âgée de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),16005,7930,8070
2016,Catégorie de lieu de travail,1921,  À domicile,1120,575,540
2016,Catégorie de lieu de travail,1922,  À l'extérieur du Canada,15,10,10
2016,Catégorie de lieu de travail,1923,  Sans adresse de travail fixe,1265,920,345
2016,Catégorie de lieu de travail,1924,  Lieu habituel de travail,13600,6425,7175
2016,Destination du trajet domicile-travail,1925,Total - Destination du trajet domicile-travail pour la population active occupée âgée de 15 ans et plus dans les ménages privés ayant un lieu habituel de travail - Données-échantillon (25 %),13600,6430,7175
2016,Destination du trajet domicile-travail,1926,  Trajet domicile-travail à l'intérieur de la subdivision de recensement (SDR) de résidence,2535,1080,1460
2016,Destination du trajet domicile-travail,1927,  Trajet domicile-travail jusqu'à une subdivision de recensement (SDR) différente à l'intérieur de la division de recensement (DR) de résidence,515,225,290
2016,Destination du trajet domicile-travail,1928,  Trajet domicile-travail jusqu'à une subdivision de recensement (SDR) et une division de recensement (DR) différentes à l'intérieur de la province ou du territoire de résidence,10530,5110,5420
2016,Destination du trajet domicile-travail,1929,  Trajet domicile-travail jusqu'à une province ou un territoire différent,25,20,10
2016,Principal mode de transport pour la navette,1930,Total - Principal mode de transport pour la navette pour la population active occupée âgée de 15 ans et plus dans les ménages privés ayant un lieu habituel de travail ou sans adresse de travail fixe - Données-échantillon (25 %),14865,7350,7520
2016,Principal mode de transport pour la navette,1931,  Automobile; camion ou fourgonnette - conducteur,11835,6000,5835
2016,Principal mode de transport pour la navette,1932,  Automobile; camion ou fourgonnette - passager,475,185,290
2016,Principal mode de transport pour la navette,1933,  Transport en commun,1930,875,1050
2016,Principal mode de transport pour la navette,1934,  À pied,420,165,260
2016,Principal mode de transport pour la navette,1935,  Bicyclette,95,80,20
2016,Principal mode de transport pour la navette,1936,  Autre moyen,115,40,70
2016,Durée du trajet domicile-lieu de travail,1937,Total - Durée du trajet domicile-lieu de travail pour la population active occupée âgée de 15 ans et plus dans les ménages privés ayant un lieu habituel de travail ou sans adresse de travail fixe - Données-échantillon (25 %),14870,7350,7525
2016,Durée du trajet domicile-lieu de travail,1938,  Moins de 15 minutes,2745,1120,1625
2016,Durée du trajet domicile-lieu de travail,1939,  15 à 29 minutes,4270,1980,2285
2016,Durée du trajet domicile-lieu de travail,1940,  30 à 44 minutes,3845,2055,1785
2016,Durée du trajet domicile-lieu de travail,1941,  45 à 59 minutes,1975,1165,810
2016,Durée du trajet domicile-lieu de travail,1942,  60 minutes et plus,2040,1025,1015
2016,L'heure de départ pour le travail,1943,Total - Heure de départ pour le travail pour la population active occupée âgée de 15 ans et plus dans les ménages privés ayant un lieu habituel de travail ou sans adresse de travail fixe - Données-échantillon (25 %),14865,7350,7520
2016,L'heure de départ pour le travail,1944,  Entre 5 h et 5 h 59,1365,1110,260
2016,L'heure de départ pour le travail,1945,  Entre 6 h et 6 h 59,3155,1825,1330
2016,L'heure de départ pour le travail,1946,  Entre 7 h et 7 h 59,4715,1980,2735
2016,L'heure de départ pour le travail,1947,  Entre 8 h et 8 h 59,2475,955,1520
2016,L'heure de départ pour le travail,1948,  Entre 9 h et 11 h 59,1115,425,685
2016,L'heure de départ pour le travail,1949,  Entre midi et 4 h 59 du matin,2045,1055,990
2016,Langue le plus souvent utilisée au travail,1950,Total - Langue utilisée le plus souvent au travail pour la population  dans les ménages privés âgée de 15 ans et plus qui a travaillé depuis le 1er janvier 2015 - Données-échantillon (25 %),17470,8755,8715
2016,Langue le plus souvent utilisée au travail,1951,  Réponses uniques,16435,8170,8265
2016,Langue le plus souvent utilisée au travail,1952,    Langues officielles,16425,8160,8260
2016,Langue le plus souvent utilisée au travail,1953,      Anglais,1120,625,490
2016,Langue le plus souvent utilisée au travail,1954,      Français,15305,7535,7770
2016,Langue le plus souvent utilisée au travail,1955,    Langues non officielles,15,10,10
2016,Langue le plus souvent utilisée au travail,1956,      Langues autochtones,0,0,0
2016,Langue le plus souvent utilisée au travail,1957,        Langues algonquiennes,0,0,0
2016,Langue le plus souvent utilisée au travail,1958,          Pied-noir,0,0,0
2016,Langue le plus souvent utilisée au travail,1959,          Langues cries-montagnaises,0,0,0
2016,Langue le plus souvent utilisée au travail,1960,            Atikamekw,0,0,0
2016,Langue le plus souvent utilisée au travail,1961,            Montagnais (innu),0,0,0
2016,Langue le plus souvent utilisée au travail,1962,            Cri de Moose,0,0,0
2016,Langue le plus souvent utilisée au travail,1963,            Naskapi,0,0,0
2016,Langue le plus souvent utilisée au travail,1964,            Cri du Nord-Est,0,0,0
2016,Langue le plus souvent utilisée au travail,1965,            Cri des plaines,0,0,0
2016,Langue le plus souvent utilisée au travail,1966,            Cri du Sud-Est,0,0,0
2016,Langue le plus souvent utilisée au travail,1967,            Moskégon (cri des marais),0,0,0
2016,Langue le plus souvent utilisée au travail,1968,            Cri des bois,0,0,0
2016,Langue le plus souvent utilisée au travail,1969,            Cri; n.d.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,1970,          Langues algonquiennes de l'Est,0,0,0
2016,Langue le plus souvent utilisée au travail,1971,            Malécite,0,0,0
2016,Langue le plus souvent utilisée au travail,1972,            Mi'kmaq,0,0,0
2016,Langue le plus souvent utilisée au travail,1973,          Langues ojibwées-potawatomies ,0,0,0
2016,Langue le plus souvent utilisée au travail,1974,            Algonquin,0,0,0
2016,Langue le plus souvent utilisée au travail,1975,            Ojibwé,0,0,0
2016,Langue le plus souvent utilisée au travail,1976,            Oji-cri,0,0,0
2016,Langue le plus souvent utilisée au travail,1977,            Ottawa (odawa),0,0,0
2016,Langue le plus souvent utilisée au travail,1978,          Langues algonquiennes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,1979,        Langues athabascanes,0,0,0
2016,Langue le plus souvent utilisée au travail,1980,          Langues athabascanes du Nord,0,0,0
2016,Langue le plus souvent utilisée au travail,1981,            Babine (wetsuwet'en),0,0,0
2016,Langue le plus souvent utilisée au travail,1982,            Castor,0,0,0
2016,Langue le plus souvent utilisée au travail,1983,            Porteur,0,0,0
2016,Langue le plus souvent utilisée au travail,1984,            Chilcotin,0,0,0
2016,Langue le plus souvent utilisée au travail,1985,            Déné,0,0,0
2016,Langue le plus souvent utilisée au travail,1986,            Flanc-de-chien (tlicho),0,0,0
2016,Langue le plus souvent utilisée au travail,1987,            Gwich'in,0,0,0
2016,Langue le plus souvent utilisée au travail,1988,            Sarsi,0,0,0
2016,Langue le plus souvent utilisée au travail,1989,            Sekani,0,0,0
2016,Langue le plus souvent utilisée au travail,1990,            Langues esclaves-lièvre,0,0,0
2016,Langue le plus souvent utilisée au travail,1991,              Esclave du Nord (lièvre),0,0,0
2016,Langue le plus souvent utilisée au travail,1992,              Esclave du Sud,0,0,0
2016,Langue le plus souvent utilisée au travail,1993,              Esclave; n.d.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,1994,            Langues tahltanes,0,0,0
2016,Langue le plus souvent utilisée au travail,1995,              Kaska (nahani),0,0,0
2016,Langue le plus souvent utilisée au travail,1996,              Tahltan,0,0,0
2016,Langue le plus souvent utilisée au travail,1997,            Langues tutchones,0,0,0
2016,Langue le plus souvent utilisée au travail,1998,              Tutchone du Nord,0,0,0
2016,Langue le plus souvent utilisée au travail,1999,              Tutchone du Sud,0,0,0
2016,Langue le plus souvent utilisée au travail,2000,          Langues athabascanes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2001,        Haïda,0,0,0
2016,Langue le plus souvent utilisée au travail,2002,        Langues inuites,0,0,0
2016,Langue le plus souvent utilisée au travail,2003,          Inuinnaqtun (inuvialuktun),0,0,0
2016,Langue le plus souvent utilisée au travail,2004,          Inuktitut,0,0,0
2016,Langue le plus souvent utilisée au travail,2005,          Langues inuites; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2006,        Langues iroquoiennes,0,0,0
2016,Langue le plus souvent utilisée au travail,2007,          Cayuga,0,0,0
2016,Langue le plus souvent utilisée au travail,2008,          Mohawk,0,0,0
2016,Langue le plus souvent utilisée au travail,2009,          Oneida,0,0,0
2016,Langue le plus souvent utilisée au travail,2010,          Langues iroquoiennes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2011,        Kutenai,0,0,0
2016,Langue le plus souvent utilisée au travail,2012,        Mitchif,0,0,0
2016,Langue le plus souvent utilisée au travail,2013,        Langues salishennes,0,0,0
2016,Langue le plus souvent utilisée au travail,2014,          Comox,0,0,0
2016,Langue le plus souvent utilisée au travail,2015,          Halkomelem,0,0,0
2016,Langue le plus souvent utilisée au travail,2016,          Lillooet,0,0,0
2016,Langue le plus souvent utilisée au travail,2017,          Okanagan,0,0,0
2016,Langue le plus souvent utilisée au travail,2018,          Shuswap (secwepemctsin),0,0,0
2016,Langue le plus souvent utilisée au travail,2019,          Squamish,0,0,0
2016,Langue le plus souvent utilisée au travail,2020,          Straits,0,0,0
2016,Langue le plus souvent utilisée au travail,2021,          Thompson (ntlakapamux),0,0,0
2016,Langue le plus souvent utilisée au travail,2022,          Langues salishennes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2023,        Langues siouennes,0,0,0
2016,Langue le plus souvent utilisée au travail,2024,          Dakota,0,0,0
2016,Langue le plus souvent utilisée au travail,2025,          Stoney,0,0,0
2016,Langue le plus souvent utilisée au travail,2026,          Langues siouennes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2027,        Tlingit,0,0,0
2016,Langue le plus souvent utilisée au travail,2028,        Langues tsimshennes,0,0,0
2016,Langue le plus souvent utilisée au travail,2029,          Gitxan (gitksan),0,0,0
2016,Langue le plus souvent utilisée au travail,2030,          Nisga'a,0,0,0
2016,Langue le plus souvent utilisée au travail,2031,          Tsimshian,0,0,0
2016,Langue le plus souvent utilisée au travail,2032,        Langues wakashanes,0,0,0
2016,Langue le plus souvent utilisée au travail,2033,          Haisla,0,0,0
2016,Langue le plus souvent utilisée au travail,2034,          Heiltsuk,0,0,0
2016,Langue le plus souvent utilisée au travail,2035,          Kwakiutl (kwak'wala),0,0,0
2016,Langue le plus souvent utilisée au travail,2036,          Nuu-chah-nulth (nootka),0,0,0
2016,Langue le plus souvent utilisée au travail,2037,          Langues wakashanes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2038,        Langues autochtones; n.d.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2039,      Langues non autochtones,15,10,10
2016,Langue le plus souvent utilisée au travail,2040,        Langues afro-asiatiques,0,0,0
2016,Langue le plus souvent utilisée au travail,2041,          Langues berbères,0,0,0
2016,Langue le plus souvent utilisée au travail,2042,            Kabyle,0,0,0
2016,Langue le plus souvent utilisée au travail,2043,            Langues berbères; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2044,          Langues couchitiques,0,0,0
2016,Langue le plus souvent utilisée au travail,2045,            Bilen,0,0,0
2016,Langue le plus souvent utilisée au travail,2046,            Oromo,0,0,0
2016,Langue le plus souvent utilisée au travail,2047,            Somali,0,0,0
2016,Langue le plus souvent utilisée au travail,2048,            Langues couchitiques; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2049,          Langues sémitiques,0,0,0
2016,Langue le plus souvent utilisée au travail,2050,            Amharique,0,0,0
2016,Langue le plus souvent utilisée au travail,2051,            Arabe,0,0,0
2016,Langue le plus souvent utilisée au travail,2052,            Assyrien néo-araméen,0,0,0
2016,Langue le plus souvent utilisée au travail,2053,            Chaldéen néo-araméen,0,0,0
2016,Langue le plus souvent utilisée au travail,2054,            Harari,0,0,0
2016,Langue le plus souvent utilisée au travail,2055,            Hébreu,0,0,0
2016,Langue le plus souvent utilisée au travail,2056,            Maltais,0,0,0
2016,Langue le plus souvent utilisée au travail,2057,            Tigregna,0,0,0
2016,Langue le plus souvent utilisée au travail,2058,            Langues sémitiques; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2059,          Langues afro-asiatiques; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2060,        Langues austro-asiatiques,0,0,0
2016,Langue le plus souvent utilisée au travail,2061,          Khmer (cambodgien),0,0,0
2016,Langue le plus souvent utilisée au travail,2062,          Vietnamien,0,0,0
2016,Langue le plus souvent utilisée au travail,2063,          Langues austro-asiatiques; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2064,        Langues austronésiennes,0,0,0
2016,Langue le plus souvent utilisée au travail,2065,          Bicol,0,0,0
2016,Langue le plus souvent utilisée au travail,2066,          Cebuano,0,0,0
2016,Langue le plus souvent utilisée au travail,2067,          Fidjien,0,0,0
2016,Langue le plus souvent utilisée au travail,2068,          Hiligaïnon,0,0,0
2016,Langue le plus souvent utilisée au travail,2069,          Ilocano,0,0,0
2016,Langue le plus souvent utilisée au travail,2070,          Malgache,0,0,0
2016,Langue le plus souvent utilisée au travail,2071,          Malais,0,0,0
2016,Langue le plus souvent utilisée au travail,2072,          Pampangan (kapampangan; pampango),0,0,0
2016,Langue le plus souvent utilisée au travail,2073,          Pangasinan,0,0,0
2016,Langue le plus souvent utilisée au travail,2074,          Tagalog (pilipino),0,0,0
2016,Langue le plus souvent utilisée au travail,2075,          Waray-waray,0,0,0
2016,Langue le plus souvent utilisée au travail,2076,          Langues austronésiennes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2077,        Langues créoles,0,0,0
2016,Langue le plus souvent utilisée au travail,2078,          Créole haïtien,0,0,0
2016,Langue le plus souvent utilisée au travail,2079,          Créole; n.d.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2080,          Langues créoles; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2081,        Langues dravidiennes,0,0,0
2016,Langue le plus souvent utilisée au travail,2082,          Kannada,0,0,0
2016,Langue le plus souvent utilisée au travail,2083,          Malayalam,0,0,0
2016,Langue le plus souvent utilisée au travail,2084,          Tamoul,0,0,0
2016,Langue le plus souvent utilisée au travail,2085,          Télougou,0,0,0
2016,Langue le plus souvent utilisée au travail,2086,          Langues dravidiennes; n.i.a.,0,0,0
2016,Langue le plus souvent utilisée au travail,2087,        Langues hmong-mien,0,0,0
2016,Langue le plus souvent utilisée au travail,2088,        Langues indo-européennes,10,0,10
2016,Langue le plus souvent utilisée au travail,2089,          Albanais,0,0,0
2016,Langue le plus souvent utilisée au travail,2090,          Arménien,0,0,0
2016,Langue le plus souvent utilisée au travail,2091,          Langues balto-slaves,0,0,0
2016,Langue le plus souvent utilisée au travail,2092,            Langues baltes,0,0,0
2016,Langue le plus souvent utilisée au travail,2093,              Letton,0,0,0
2016,Langue le plus souvent utilisée au travail,2094,              Lituanien,0,0,0
2016,Langue le plus souvent utilisée au travail,2095,            Langues slaves,0,0,0
